run_id,episode_id,step_id,scene_id,scene_split,training_seed,evaluation_seed,clearance,speed,ttc,original_safety_mode,optimized_safety_mode,ood_score,projection_modified,candidate_l1,smoothed_l1,projected_l1,recommendation_l1,write_allowed,motion_allowed,reasons_json,recommended_theta_json
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000171,1,t11-test-id-obstacle,test_id,101,201,1.2033637220720865,1.1360567566691815,1.0592461292165043,NORMAL,WARNING,0.0,False,1.0422678307834559,0.3633801829809449,0.3633801829809449,0.3553993492754558,False,False,"[""margin:warning"",""safety_mode:WARNING:conservative_filter""]","{""acc_lim_theta"":0.8,""acc_lim_x"":0.7806168515369925,""inflation_dist"":0.5502010925199807,""max_vel_theta"":0.9949392303706472,""max_vel_x"":1.1939270764447767,""min_obstacle_dist"":0.25,""weight_obstacle"":50.34432590381325,""weight_optimaltime"":0.9612064890265465,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000172,0,t11-test-id-corridor,test_id,101,201,0.47576670635934565,1.0097253334447767,0.47118428210196633,WARNING,WARNING,0.0,False,3.333495263383836,1.166723342184342,1.166723342184342,1.166723342184342,False,False,"[""margin:warning"",""safety_mode:WARNING:conservative_filter""]","{""acc_lim_theta"":0.8,""acc_lim_x"":0.7976254228600704,""inflation_dist"":0.55,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2511157290264737,""weight_obstacle"":51.14189395866446,""weight_optimaltime"":0.9786609226465225,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000172,1,t11-test-id-corridor,test_id,101,201,0.47576670635934565,1.0097253334447767,0.47118428210196633,NORMAL,WARNING,0.0,False,3.4613915629316456,0.20799265041352033,0.20799265041352033,0.01885010465180148,False,False,"[""margin:warning"",""safety_mode:WARNING:conservative_filter""]","{""acc_lim_theta"":0.7982619960501552,""acc_lim_x"":0.7984565248590458,""inflation_dist"":0.55,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2546141904586847,""weight_obstacle"":53.26255416761275,""weight_optimaltime"":0.9494758840501308,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000173,0,t11-test-id-clear-straight,test_id,101,202,30.0,1.16557992494566,25.738260721501888,NORMAL,NORMAL,0.0,False,0.21135516115088426,0.07397430640281022,0.07397430640281022,0.07397430640281022,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.55,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.25074880349304585,""weight_obstacle"":50.073225502909764,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000173,1,t11-test-id-clear-straight,test_id,101,202,30.0,1.167444972562358,25.697142653460336,NORMAL,NORMAL,0.0,False,0.2820199913040206,0.011217266946228321,0.011217266946228321,0.011217266946228321,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.5501959298193704,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.25114491901385155,""weight_obstacle"":50.219242540188475,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000173,2,t11-test-id-clear-straight,test_id,101,202,30.0,1.165720414577886,25.735158812383986,NORMAL,NORMAL,0.0,False,0.2764683011842203,0.08021420146117464,0.08021420146117464,0.08021420146117464,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.5504439930540302,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2517720495297196,""weight_obstacle"":50.4104271555547,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000173,3,t11-test-id-clear-straight,test_id,101,202,30.0,0.0,600.0,NORMAL,NORMAL,19.0,False,0.11892992592516649,0.19122949077584434,0.19122949077584434,53.230674299216155,False,False,"[""ood:approximate_ttc:above"",""ood:fallback"",""safety_mode:FAULT""]","{""acc_lim_theta"":0.4,""acc_lim_x"":0.4,""inflation_dist"":0.9,""max_vel_theta"":0.5,""max_vel_x"":0.6,""min_obstacle_dist"":0.5,""weight_obstacle"":100.0,""weight_optimaltime"":0.5,""weight_viapoint"":2.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000174,0,t11-test-id-left,test_id,101,202,30.0,1.1650280561241975,25.75045282583466,NORMAL,NORMAL,0.0,False,1.2587373267324067,0.44055806435633915,0.44055806435633915,0.44055806435633915,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.55,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2523131451550009,""weight_obstacle"":50.43824491920134,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000174,1,t11-test-id-left,test_id,101,202,30.0,1.167742019201292,25.690605893003056,NORMAL,NORMAL,0.0,False,0.5396945806201334,0.34324459503363286,0.34324459503363286,0.34324459503363286,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.5501605888531177,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.25547795410774116,""weight_obstacle"":50.91017536644415,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000174,2,t11-test-id-left,test_id,101,202,30.0,1.169184215616479,25.658916361765815,NORMAL,NORMAL,0.0,False,0.4921259731168979,0.40439780371947787,0.40439780371947787,0.40439780371947787,False,False,[],"{""acc_lim_theta"":0.7985299021777521,""acc_lim_x"":0.8,""inflation_dist"":0.5504405567935854,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.25941406611800444,""weight_obstacle"":51.38564957854372,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000174,3,t11-test-id-left,test_id,101,202,30.0,1.1674286853488105,25.69750116345346,NORMAL,NORMAL,0.0,True,0.6937965382889751,0.8182410341547742,0.8189563379419467,0.8189563379419467,False,False,[],"{""acc_lim_theta"":0.7944765085813533,""acc_lim_x"":0.8,""inflation_dist"":0.5509188207220743,""max_vel_theta"":0.9992846962128276,""max_vel_x"":1.199141635455393,""min_obstacle_dist"":0.26261017708260637,""weight_obstacle"":51.45676914548896,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000174,4,t11-test-id-left,test_id,101,202,30.0,1.0156457984466611,29.5378566483338,NORMAL,NORMAL,0.0,False,0.4756487342130584,0.25266768003444784,0.25266768003444784,0.25266768003444784,False,False,[],"{""acc_lim_theta"":0.7864443495893185,""acc_lim_x"":0.8,""inflation_dist"":0.5515806028712182,""max_vel_theta"":0.9992846962128276,""max_vel_x"":1.1994420630460054,""min_obstacle_dist"":0.2651206958182821,""weight_obstacle"":51.34355958193209,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000174,5,t11-test-id-left,test_id,101,202,30.0,0.0,600.0,NORMAL,NORMAL,19.0,False,0.3774260965807573,0.020274476155352827,0.020274476155352827,52.81357779355298,False,False,"[""ood:approximate_ttc:above"",""ood:fallback"",""safety_mode:FAULT""]","{""acc_lim_theta"":0.4,""acc_lim_x"":0.4,""inflation_dist"":0.9,""max_vel_theta"":0.5,""max_vel_x"":0.6,""min_obstacle_dist"":0.5,""weight_obstacle"":100.0,""weight_optimaltime"":0.5,""weight_viapoint"":2.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000175,0,t11-test-id-obstacle,test_id,101,202,1.3434089988687503,0.9690949837369219,1.3862511120307714,NORMAL,WARNING,0.0,True,0.14256554268711175,0.04989793994049185,0.050147626676158796,0.050147626676158796,False,False,"[""margin:warning"",""safety_mode:WARNING:conservative_filter""]","{""acc_lim_theta"":0.799847465268469,""acc_lim_x"":0.7928961586359885,""inflation_dist"":0.5501117312164205,""max_vel_theta"":0.9997503132643331,""max_vel_x"":1.1997003759171996,""min_obstacle_dist"":0.25,""weight_obstacle"":50.025365390807195,""weight_optimaltime"":0.983135182261467,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000175,1,t11-test-id-obstacle,test_id,101,202,1.3434089988687503,0.9690949837369219,1.3862511120307714,NORMAL,WARNING,0.0,False,0.1442146974310906,0.0710278724081912,0.0710278724081912,0.013917814177610066,False,False,"[""margin:warning"",""safety_mode:WARNING:conservative_filter""]","{""acc_lim_theta"":0.794914546235487,""acc_lim_x"":0.7835336453403571,""inflation_dist"":0.5504072623041203,""max_vel_theta"":0.9992866093266658,""max_vel_x"":1.199143931191999,""min_obstacle_dist"":0.25,""weight_obstacle"":50.07247254516341,""weight_optimaltime"":0.9571646151840687,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000176,0,t11-test-id-corridor,test_id,101,202,0.5113623393256916,0.45284470996207155,1.1292222876326,NORMAL,WARNING,0.0,False,3.765010435051015,1.3177536522678566,1.3177536522678566,1.3177536522678566,False,False,"[""margin:warning"",""safety_mode:WARNING:conservative_filter""]","{""acc_lim_theta"":0.8,""acc_lim_x"":0.7982358666998873,""inflation_dist"":0.55,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2523014605214207,""weight_obstacle"":51.295354021082794,""weight_optimaltime"":0.9816659626364708,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000177,0,t11-test-id-clear-straight,test_id,101,203,30.0,1.165324945847065,25.74389238547816,NORMAL,NORMAL,0.0,False,0.20985494656542614,0.07344923129790165,0.07344923129790165,0.07344923129790165,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.55,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2509947899486578,""weight_obstacle"":50.072454441349244,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000177,1,t11-test-id-clear-straight,test_id,101,203,30.0,1.1655932538556797,25.737966396736294,NORMAL,NORMAL,0.0,False,0.30283071329418143,0.019728741890831458,0.019728741890831458,0.019728741890831458,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.5501812938898883,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2514975705596109,""weight_obstacle"":50.22521545113365,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000177,2,t11-test-id-clear-straight,test_id,101,203,30.0,1.1462278651696924,26.172806395313618,NORMAL,NORMAL,0.0,False,0.2861718672965856,0.08506998390481335,0.08506998390481335,0.08506998390481335,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.5504249471666833,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.25207434165423703,""weight_obstacle"":50.42429448510145,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000177,3,t11-test-id-clear-straight,test_id,101,203,30.0,0.0,600.0,NORMAL,NORMAL,19.0,False,0.09343543893199213,0.2095620973820907,0.2095620973820907,53.20196437487623,False,False,"[""ood:approximate_ttc:above"",""ood:fallback"",""safety_mode:FAULT""]","{""acc_lim_theta"":0.4,""acc_lim_x"":0.4,""inflation_dist"":0.9,""max_vel_theta"":0.5,""max_vel_x"":0.6,""min_obstacle_dist"":0.5,""weight_obstacle"":100.0,""weight_optimaltime"":0.5,""weight_viapoint"":2.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000178,0,t11-test-id-left,test_id,101,203,30.0,1.1678598880394713,25.688013011870876,NORMAL,NORMAL,0.0,False,1.164720164039267,0.407652057413741,0.407652057413741,0.407652057413741,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.55,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.25221775075533426,""weight_obstacle"":50.40543430665841,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000178,1,t11-test-id-left,test_id,101,203,30.0,1.179469218228572,25.435169936063758,NORMAL,NORMAL,0.0,False,0.5376131510070308,0.30425166965012435,0.30425166965012435,0.30425166965012435,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.5501610015979949,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2553494095766849,""weight_obstacle"":50.85528008641045,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000178,2,t11-test-id-left,test_id,101,203,30.0,1.167540657847249,25.695036655352986,NORMAL,NORMAL,0.0,False,0.6000958058743083,0.33914816243166956,0.33914816243166956,0.33914816243166956,False,False,[],"{""acc_lim_theta"":0.7989105684310396,""acc_lim_x"":0.8,""inflation_dist"":0.5504140331646141,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2591225736038053,""weight_obstacle"":51.35473797741517,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000178,3,t11-test-id-left,test_id,101,203,30.0,1.1651113178085661,25.74861263593798,NORMAL,NORMAL,0.0,False,0.38383562243832603,0.7387302249374792,0.7387302249374792,0.7387302249374792,False,False,[],"{""acc_lim_theta"":0.7955708598734315,""acc_lim_x"":0.8,""inflation_dist"":0.5508849707136393,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2623068660739283,""weight_obstacle"":51.54871291963582,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000178,4,t11-test-id-left,test_id,101,203,30.0,1.0055219492907275,29.835251255491066,NORMAL,NORMAL,0.0,False,0.5184158357810962,0.41376144939316944,0.41376144939316944,0.41376144939316944,False,False,[],"{""acc_lim_theta"":0.7882778488225646,""acc_lim_x"":0.8,""inflation_dist"":0.5515569103715027,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.26512104521608354,""weight_obstacle"":51.499583509331856,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000178,5,t11-test-id-left,test_id,101,203,30.0,0.0,600.0,NORMAL,NORMAL,19.0,False,0.5655743620144797,0.13904978970561993,0.13904978970561993,52.54323833331598,False,False,"[""ood:approximate_ttc:above"",""ood:fallback"",""safety_mode:FAULT""]","{""acc_lim_theta"":0.4,""acc_lim_x"":0.4,""inflation_dist"":0.9,""max_vel_theta"":0.5,""max_vel_x"":0.6,""min_obstacle_dist"":0.5,""weight_obstacle"":100.0,""weight_optimaltime"":0.5,""weight_viapoint"":2.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000179,0,t11-test-id-obstacle,test_id,101,203,1.1444933602881036,0.9384825207982518,1.2195148390346404,NORMAL,WARNING,0.0,False,0.493922171724402,0.17287276010354258,0.17287276010354258,0.17287276010354258,False,False,"[""margin:warning"",""safety_mode:WARNING:conservative_filter""]","{""acc_lim_theta"":0.7989697269605406,""acc_lim_x"":0.7942053230325923,""inflation_dist"":0.55,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.25,""weight_obstacle"":50.14978825487607,""weight_optimaltime"":0.983740444779396,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000179,1,t11-test-id-obstacle,test_id,101,203,1.1444933602881036,0.9384825207982518,1.2195148390346404,NORMAL,WARNING,0.0,True,0.38611771591712785,0.3379040278106482,0.33802031785570874,0.02785314601541755,False,False,"[""margin:warning"",""safety_mode:WARNING:conservative_filter""]","{""acc_lim_theta"":0.7949153973884127,""acc_lim_x"":0.790683076363781,""inflation_dist"":0.5503053987612254,""max_vel_theta"":0.9998837099549395,""max_vel_x"":1.1998604519459273,""min_obstacle_dist"":0.25,""weight_obstacle"":50.427966442503056,""weight_optimaltime"":0.9714557754695415,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000180,0,t11-test-id-corridor,test_id,101,203,0.5394486489900956,0.8793640426598397,0.6134531579872297,WARNING,WARNING,0.0,False,3.7632195818020238,1.3171268536307115,1.3171268536307115,1.3171268536307115,False,False,"[""margin:warning"",""safety_mode:WARNING:conservative_filter""]","{""acc_lim_theta"":0.8,""acc_lim_x"":0.7978006420487495,""inflation_dist"":0.55,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2513513777053403,""weight_obstacle"":51.2932036098059,""weight_optimaltime"":0.9796274918317796,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000180,1,t11-test-id-corridor,test_id,101,203,0.5394486489900956,0.8793640426598397,0.6134531579872297,NORMAL,WARNING,0.0,False,4.130644458415648,0.14522648067383437,0.14522648067383437,0.006044565788983158,False,False,"[""margin:warning"",""safety_mode:WARNING:conservative_filter""]","{""acc_lim_theta"":0.8,""acc_lim_x"":0.7936424880044192,""inflation_dist"":0.55,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.25428333092722943,""weight_obstacle"":53.69486745658828,""weight_optimaltime"":0.9473415156900883,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000181,0,t11-test-id-clear-straight,test_id,101,204,30.0,1.165451465425535,25.741097669001824,NORMAL,NORMAL,0.0,False,0.26283497460596056,0.09199224111208798,0.09199224111208798,0.09199224111208798,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.55,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.25071161927703406,""weight_obstacle"":50.091280621835054,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000181,1,t11-test-id-clear-straight,test_id,101,204,30.0,1.1660476069231245,25.72793754035623,NORMAL,NORMAL,0.0,False,0.2859987136707743,0.011288620652300296,0.011288620652300296,0.011288620652300296,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.5501570240275687,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2511609990016476,""weight_obstacle"":50.25054237897958,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000181,2,t11-test-id-clear-straight,test_id,101,204,30.0,1.1583483238049992,25.898945406554855,NORMAL,NORMAL,0.0,False,0.2696023251371061,0.09862289471303859,0.09862289471303859,0.09862289471303859,False,False,[],"{""acc_lim_theta"":0.8,""acc_lim_x"":0.8,""inflation_dist"":0.550373292502617,""max_vel_theta"":1.0,""max_vel_x"":1.2,""min_obstacle_dist"":0.2518085149262484,""weight_obstacle"":50.44795371296078,""weight_optimaltime"":1.0,""weight_viapoint"":1.0}"
t11_semantic_eta_fullsafety_seed101,t11_semantic_eta_fullsafety_seed101-episode-000181,3,t11-test-id-clear-straight,test_id,101,204,30.0,0.0,600.0,NORMAL,NORMAL,19.0,False,0.12372019692907249,0.19724795415717933,0.19724795415717933,53.18163925976021,False,False,"[""ood:approximate_ttc:above"",""ood:fallback"",""safety_mode:FAULT""]","{""acc_lim_theta"":0.4,""acc_lim_x"":0.4,""inflation_dist"":0.9,""max_vel_theta"":0.5,""max_vel_x"":0.6,""min_obstacle_dist"":0.5,""weight_obstacle"":100.0,""weight_optimaltime"":0.5,""weight_viapoint"":2.0}"
